1,#,0
2,main,0
3,buat-data,0
4,ubah-data,0
5,#,0
6,#,0
7,#,0
8,#,0
9,pengaturan-user,0
10,parameter,0
11,miles-dashboard,0
12,admin-dashboard,0
13,faq,0
14,manual-penggunaan,0
15,mitra,0
16,pelatih,0
17,pekerjaan,0
18,pendidikan,0
19,hubungan,0
20,posisi,0
21,pelatihan,0
22,pelatihan,0
23,peserta,0
24,pelatih,0
26,ubah-kata-sandi,0
27,peserta,27
28,pelatihan,28
29,#,29
30,pelatih,30
31,mitra,31
32,koordinator,32
33,kebutuhan-sertifikat,33
34,data-beneficiaries,34
