357301,35.73.01.0000,KLOJEN,0,3573
357302,35.73.02.0000,BLIMBING,0,3573
357303,35.73.03.0000,KEDUNGKANDANG,0,3573
357304,35.73.04.0000,LOWOKWARU,0,3573
357305,35.73.05.0000,SUKUN,0,3573
